,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,S6,C6,S7,C7,percentage_of_total_chips_hand,percentage_of_hand_bet_pot,percentage_of_total_chips_in_pot,current_stage,move,result,player_hand_ranking
1,1,11,2,10,3,1,4,10,3,13,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,1,1,1,3
2,1,11,2,10,3,1,4,10,3,13,4,13,0,0,0.16666666666666666,0.0225,0.006666666666666667,2,0,1,3
0,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,3
0,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,3
0,1,9,2,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,3
0,2,1,3,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,0,2,1,3
1,2,1,3,8,3,1,4,10,3,13,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,1,2,1,3
2,2,1,3,8,3,1,4,10,3,13,4,13,0,0,0.16666666666666666,0.0125,0.006666666666666667,2,2,1,3
0,2,11,2,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.025,0.009166666666666667,0,2,1,3
1,2,11,2,6,2,13,1,13,3,4,0,0,0,0,0.16666666666666666,0.025,0.012083333333333333,1,2,1,3
2,2,11,2,6,2,13,1,13,3,4,2,7,0,0,0.16666666666666666,0.025,0.012083333333333333,2,2,1,7
0,1,12,1,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.03,0.009166666666666667,0,1,1,3
1,1,12,1,10,2,13,1,13,3,4,0,0,0,0,0.16666666666666666,0.0475,0.012083333333333333,1,1,1,3
2,1,12,1,10,2,13,1,13,3,4,2,7,0,0,0.16666666666666666,0.0475,0.012083333333333333,2,0,1,3
0,4,2,3,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.009166666666666667,0,0,1,3
0,1,8,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.009166666666666667,0,0,1,3
0,3,6,4,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.009166666666666667,0,0,1,3
0,3,8,4,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.009166666666666667,0,0,1,7
0,4,13,2,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.28,0.075,0,2,1,3
0,4,2,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.075,0,0,1,3
0,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.075,0,0,1,3
0,3,4,1,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.075,0,0,1,3
0,1,10,3,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.16,0.075,0,0,1,3
0,3,9,1,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.075,0,0,1,7
0,4,7,3,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.006666666666666667,0,0,1,3
0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,0,1,1,3
1,1,1,3,2,2,3,3,9,2,12,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,1,1,1,3
2,1,1,3,2,2,3,3,9,2,12,2,13,0,0,0.16666666666666666,0.0225,0.006666666666666667,2,1,1,3
3,1,1,3,2,2,3,3,9,2,12,2,13,3,3,0.16666666666666666,0.0225,0.006666666666666667,3,1,1,3
0,4,12,1,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,3
0,4,9,3,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,3
0,3,8,1,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,0,2,1,3
1,3,8,1,8,2,3,3,9,2,12,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,1,2,1,3
2,3,8,1,8,2,3,3,9,2,12,2,13,0,0,0.16666666666666666,0.0125,0.006666666666666667,2,2,1,3
3,3,8,1,8,2,3,3,9,2,12,2,13,3,3,0.16666666666666666,0.0125,0.006666666666666667,3,2,1,3
0,1,5,4,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,6
0,4,10,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0719,0.02255,0,1,1,3
1,4,10,2,1,1,3,1,6,4,1,0,0,0,0,0.16666666666666666,0.0719,0.02255,1,1,1,7
2,4,10,2,1,1,3,1,6,4,1,1,9,0,0,0.16666666666666666,0.0719,0.02255,2,1,1,7
0,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0634,0.02255,0,2,1,3
1,2,2,2,6,1,3,1,6,4,1,0,0,0,0,0.16666666666666666,0.0634,0.02255,1,2,1,3
2,2,2,2,6,1,3,1,6,4,1,1,9,0,0,0.16666666666666666,0.0634,0.02255,2,0,1,3
0,2,4,3,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.02255,0,0,1,7
0,2,8,4,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.02255,0,0,1,7
0,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.02255,0,0,1,3
0,4,2,1,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.02255,0,0,1,7
0,3,8,1,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.03791666666666667,0,0,1,7
0,1,6,1,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.11,0.03791666666666667,0,2,1,3
1,1,6,1,5,1,7,2,8,4,2,0,0,0,0,0.16666666666666666,0.235,0.05875,1,1,1,4
2,1,6,1,5,1,7,2,8,4,2,1,2,0,0,0.16666666666666666,0.235,0.05875,2,1,1,7
3,1,6,1,5,1,7,2,8,4,2,1,2,2,6,0.16666666666666666,0.235,0.05875,3,1,1,7
0,2,5,3,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.03791666666666667,0,0,1,7
0,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.03791666666666667,0,0,1,7
0,3,9,4,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.03791666666666667,0,0,1,7
0,3,11,4,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.1125,0.03791666666666667,0,1,1,7
1,3,11,4,1,1,7,2,8,4,2,0,0,0,0,0.16666666666666666,0.1125,0.05875,1,1,1,7
2,3,11,4,1,1,7,2,8,4,2,1,2,0,0,0.16666666666666666,0.1125,0.05875,2,1,1,7
3,3,11,4,1,1,7,2,8,4,2,1,2,2,6,0.16666666666666666,0.1125,0.05875,3,0,1,7
0,2,11,2,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.006666666666666667,0,0,1,7
0,2,3,4,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,0,1,1,7
1,2,3,4,3,3,1,4,12,4,9,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,1,1,1,3
2,2,3,4,3,3,1,4,12,4,9,2,13,0,0,0.16666666666666666,0.0225,0.006666666666666667,2,1,1,3
3,2,3,4,3,3,1,4,12,4,9,2,13,1,8,0.16666666666666666,0.0225,0.006666666666666667,3,1,1,3
0,1,4,2,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,0,2,1,6
1,1,4,2,4,3,1,4,12,4,9,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,1,2,1,6
2,1,4,2,4,3,1,4,12,4,9,2,13,0,0,0.16666666666666666,0.0125,0.006666666666666667,2,2,1,6
3,1,4,2,4,3,1,4,12,4,9,2,13,1,8,0.16666666666666666,0.0125,0.006666666666666667,3,2,1,6
0,3,6,1,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,3
0,2,5,1,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,3
0,4,1,2,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,3
0,4,1,3,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.012916666666666667,0,0,1,3
0,2,1,4,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.06,0.012916666666666667,0,2,1,3
0,2,9,3,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.012916666666666667,0,0,1,3
0,1,12,2,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.012916666666666667,0,0,1,3
0,1,11,3,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.012916666666666667,0,0,1,3
0,2,6,3,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.012916666666666667,0,0,1,3
0,3,2,3,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.0025,0,0,1,3
0,1,2,1,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.0025,0,,1,3
0,4,13,2,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,4,9,1,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,4,7,1,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.019583333333333335,0,0,1,3
0,1,2,4,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.019583333333333335,0,0,1,3
0,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.019583333333333335,0,0,1,3
0,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.019583333333333335,0,0,1,6
0,2,12,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0575,0.019583333333333335,0,1,1,3
1,2,12,2,1,4,10,4,3,4,9,0,0,0,0,0.16666666666666666,0.0575,0.019583333333333335,1,1,1,3
2,2,12,2,1,4,10,4,3,4,9,2,5,0,0,0.16666666666666666,0.0575,0.019583333333333335,2,1,1,7
3,2,12,2,1,4,10,4,3,4,9,2,5,1,9,0.16666666666666666,0.0575,0.019583333333333335,3,1,1,7
0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.045,0.019583333333333335,0,2,1,7
1,3,3,3,4,4,10,4,3,4,9,0,0,0,0,0.16666666666666666,0.045,0.019583333333333335,1,2,1,7
2,3,3,3,4,4,10,4,3,4,9,2,5,0,0,0.16666666666666666,0.045,0.019583333333333335,2,2,1,7
3,3,3,3,4,4,10,4,3,4,9,2,5,1,9,0.16666666666666666,0.045,0.019583333333333335,3,2,1,7
0,3,12,3,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.006633333333333333,0,0,1,7
0,4,7,2,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0224,0.006633333333333333,0,1,1,7
1,4,7,2,10,1,3,3,5,4,2,0,0,0,0,0.16666666666666666,0.0224,0.006633333333333333,1,1,1,7
2,4,7,2,10,1,3,3,5,4,2,4,11,0,0,0.16666666666666666,0.0224,0.006633333333333333,2,0,1,7
0,4,6,1,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006633333333333333,0,0,1,7
0,2,2,3,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006633333333333333,0,0,1,7
0,4,3,1,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006633333333333333,0,0,1,7
0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0124,0.006633333333333333,0,2,1,6
1,1,1,2,1,1,3,3,5,4,2,0,0,0,0,0.16666666666666666,0.0124,0.006633333333333333,1,2,1,6
2,1,1,2,1,1,3,3,5,4,2,4,11,0,0,0.16666666666666666,0.0124,0.006633333333333333,2,2,1,6
0,4,9,1,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.004583333333333333,0,0,1,7
0,4,7,3,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.004583333333333333,0,0,1,7
0,2,13,1,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,1,13,1,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.004583333333333333,0,2,1,7
0,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,6
0,3,5,3,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,2,7,1,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.0062,0,0,1,6
0,3,6,3,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0211,0.0062,0,1,1,6
1,3,6,3,5,1,2,2,11,3,13,0,0,0,0,0.16666666666666666,0.0211,0.0062,1,0,1,6
0,2,13,4,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0062,0,0,1,6
0,2,12,4,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0062,0,0,1,6
0,2,1,2,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0111,0.0062,0,2,1,3
1,2,1,2,10,1,2,2,11,3,13,0,0,0,0,0.16666666666666666,0.0111,0.0062,1,2,1,3
0,1,10,1,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0062,0,0,1,6
0,3,3,3,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.012916666666666667,0,0,1,6
0,1,12,3,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.06,0.012916666666666667,0,2,1,6
0,1,9,3,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.012916666666666667,0,0,1,6
0,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.012916666666666667,0,0,1,6
0,3,1,4,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.012916666666666667,0,0,1,3
0,4,9,3,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.012916666666666667,0,0,1,6
0,3,13,3,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.025,0.010833333333333334,0,1,1,6
1,3,13,3,10,4,1,3,9,4,11,0,0,0,0,0.16666666666666666,0.0625,0.017083333333333332,1,1,1,3
2,3,13,3,10,4,1,3,9,4,11,3,2,0,0,0.16666666666666666,0.0625,0.017083333333333332,2,1,1,7
3,3,13,3,10,4,1,3,9,4,11,3,2,1,7,0.16666666666666666,0.0625,0.017083333333333332,3,1,1,7
0,2,2,2,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.025,0.010833333333333334,0,1,1,7
1,2,2,2,12,4,1,3,9,4,11,0,0,0,0,0.16666666666666666,0.025,0.017083333333333332,1,0,1,7
0,3,1,4,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.010833333333333334,0,0,1,3
0,2,8,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.010833333333333334,0,0,1,7
0,4,13,3,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.010833333333333334,0,0,1,7
0,1,10,4,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.015,0.010833333333333334,0,2,1,7
1,1,10,4,12,4,1,3,9,4,11,0,0,0,0,0.16666666666666666,0.015,0.017083333333333332,1,2,1,7
2,1,10,4,12,4,1,3,9,4,11,3,2,0,0,0.16666666666666666,0.015,0.017083333333333332,2,2,1,7
3,1,10,4,12,4,1,3,9,4,11,3,2,1,7,0.16666666666666666,0.015,0.017083333333333332,3,2,1,7
0,3,8,4,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.004583333333333333,0,0,1,7
0,3,6,1,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.004583333333333333,0,0,1,6
0,3,13,1,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,1,1,4,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,3
0,3,11,1,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.004583333333333333,0,2,1,7
0,1,11,1,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,3,6,3,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.1125,0.04083333333333333,0,2,1,3
1,3,6,3,5,1,10,1,13,4,2,0,0,0,0,0.16666666666666666,0.1125,0.04083333333333333,1,2,1,7
2,3,6,3,5,1,10,1,13,4,2,2,2,0,0,0.16666666666666666,0.1125,0.04083333333333333,2,2,1,7
3,3,6,3,5,1,10,1,13,4,2,2,2,3,13,0.16666666666666666,0.1125,0.04083333333333333,3,2,1,7
0,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.04083333333333333,0,0,1,7
0,4,7,2,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.1225,0.04083333333333333,0,1,1,7
1,4,7,2,7,1,10,1,13,4,2,0,0,0,0,0.16666666666666666,0.1225,0.04083333333333333,1,1,1,7
2,4,7,2,7,1,10,1,13,4,2,2,2,0,0,0.16666666666666666,0.1225,0.04083333333333333,2,1,1,7
3,4,7,2,7,1,10,1,13,4,2,2,2,3,13,0.16666666666666666,0.1225,0.04083333333333333,3,0,1,7
0,2,8,4,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.04083333333333333,0,0,1,7
0,4,12,3,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.04083333333333333,0,0,1,7
0,1,12,1,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.04083333333333333,0,0,1,7
0,2,1,2,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.0075,0,1,1,7
1,2,1,2,8,3,5,1,9,1,5,0,0,0,0,0.16666666666666666,0.0225,0.0075,1,0,1,7
0,1,2,3,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.0075,0,0,1,3
0,4,9,2,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.0075,0,2,1,7
1,4,9,2,9,3,5,1,9,1,5,0,0,0,0,0.16666666666666666,0.0125,0.0075,1,2,1,7
0,2,10,3,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,7
0,3,10,2,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,7
0,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,3
0,2,8,4,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.02,0.0075,0,2,1,7
1,2,8,4,9,2,3,2,7,4,5,0,0,0,0,0.16666666666666666,0.1,0.020833333333333332,1,2,1,7
0,3,6,4,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.025,0.0075,0,1,1,3
1,3,6,4,1,2,3,2,7,4,5,0,0,0,0,0.16666666666666666,0.025,0.020833333333333332,1,0,1,3
0,1,2,4,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,7
0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,3
0,3,13,1,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,7
0,2,12,4,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,7
0,4,13,3,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.008333333333333333,0,0,1,7
0,3,4,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.008333333333333333,0,0,1,7
0,3,8,1,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.008333333333333333,0,0,1,7
0,1,3,2,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.008333333333333333,0,0,1,7
0,4,8,4,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.008333333333333333,0,2,1,7
1,4,8,4,12,2,1,4,5,2,11,0,0,0,0,0.16666666666666666,0.0125,0.008333333333333333,1,0,1,7
0,1,5,1,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.008333333333333333,0,1,1,3
1,1,5,1,6,2,1,4,5,2,11,0,0,0,0,0.16666666666666666,0.0225,0.008333333333333333,1,1,1,3
0,1,1,4,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.065,0.015,0,2,1,7
0,1,11,3,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.015,0,0,1,7
0,4,1,3,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.015,0,0,1,3
0,4,8,3,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.015,0,0,1,7
0,1,9,2,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.015,0,0,1,7
0,4,9,3,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.015,0.015,0,0,1,7
0,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.02,0.0075,0,2,1,3
1,4,5,2,1,4,8,3,13,1,12,0,0,0,0,0.16666666666666666,0.02,0.0075,1,2,1,3
2,4,5,2,1,4,8,3,13,1,12,4,12,0,0,0.16666666666666666,0.02,0.0075,2,2,1,3
3,4,5,2,1,4,8,3,13,1,12,4,12,1,8,0.16666666666666666,0.07,0.015833333333333335,3,1,1,3
0,3,3,1,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.025,0.0075,0,1,1,3
1,3,3,1,13,4,8,3,13,1,12,0,0,0,0,0.16666666666666666,0.025,0.0075,1,1,1,3
2,3,3,1,13,4,8,3,13,1,12,4,12,0,0,0.16666666666666666,0.025,0.0075,2,1,1,3
3,3,3,1,13,4,8,3,13,1,12,4,12,1,8,0.16666666666666666,0.025,0.015833333333333335,3,1,1,3
0,2,8,3,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,3
0,4,10,2,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,3
0,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,3
0,4,3,2,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,3
0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.006666666666666667,0,0,1,3
0,2,12,2,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,0,1,1,3
1,2,12,2,6,1,11,3,12,1,6,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,1,1,1,7
2,2,12,2,6,1,11,3,12,1,6,2,13,0,0,0.16666666666666666,0.0225,0.01,2,1,1,7
3,2,12,2,6,1,11,3,12,1,6,2,13,1,5,0.16666666666666666,0.0225,0.01,3,1,1,7
0,2,7,3,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,3
0,2,10,4,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,3
0,3,9,2,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,0,2,1,3
1,3,9,2,11,1,11,3,12,1,6,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,1,2,1,3
2,3,9,2,11,1,11,3,12,1,6,2,13,0,0,0.16666666666666666,0.0325,0.01,2,1,1,3
3,3,9,2,11,1,11,3,12,1,6,2,13,1,5,0.16666666666666666,0.0325,0.01,3,0,1,3
0,3,11,1,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.006166666666666667,0,0,1,3
0,1,1,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.021,0.006166666666666667,0,1,1,4
1,1,1,4,10,4,1,3,1,1,4,0,0,0,0,0.16666666666666666,0.036,0.008666666666666666,1,1,1,3
2,1,1,4,10,4,1,3,1,1,4,4,11,0,0,0.16666666666666666,0.036,0.008666666666666666,2,1,1,3
3,1,1,4,10,4,1,3,1,1,4,4,11,3,9,0.16666666666666666,0.036,0.008666666666666666,3,1,1,3
0,3,7,3,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006166666666666667,0,0,1,3
0,1,13,2,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006166666666666667,0,0,1,3
0,3,10,1,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.011,0.006166666666666667,0,2,1,3
1,3,10,1,10,4,1,3,1,1,4,0,0,0,0,0.16666666666666666,0.011,0.008666666666666666,1,2,1,3
2,3,10,1,10,4,1,3,1,1,4,4,11,0,0,0.16666666666666666,0.011,0.008666666666666666,2,2,1,3
3,3,10,1,10,4,1,3,1,1,4,4,11,3,9,0.16666666666666666,0.011,0.008666666666666666,3,2,1,3
0,4,9,3,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006166666666666667,0,0,1,3
0,3,6,3,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.1039,0.020833333333333332,0,2,1,3
0,3,10,4,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.020833333333333332,0,0,1,3
0,2,10,2,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.020833333333333332,0,0,1,3
0,2,12,3,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.020833333333333332,0,0,1,3
0,1,12,1,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0111,0.020833333333333332,0,0,1,3
0,4,10,2,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.020833333333333332,0,0,1,3
0,2,10,4,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.006666666666666667,0,0,1,3
0,2,9,2,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,0,1,1,3
1,2,9,2,4,4,3,3,1,2,6,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,1,1,1,7
2,2,9,2,4,4,3,3,1,2,6,1,10,0,0,0.16666666666666666,0.0225,0.006666666666666667,2,1,1,7
3,2,9,2,4,4,3,3,1,2,6,1,10,3,7,0.16666666666666666,0.0225,0.012916666666666667,3,1,1,7
0,1,7,2,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,3,6,1,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,2,12,3,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,0,2,1,7
