,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,S6,C6,S7,C7,percentage_of_total_chips_hand,percentage_of_hand_bet_pot,percentage_of_total_chips_in_pot,current_stage,move,result,player_hand_ranking
0,2,5,2,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,0,2,1,7
1,2,5,2,10,4,3,2,3,4,5,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,1,2,1,7
0,1,8,2,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.004166666666666667,0,0,1,7
0,2,8,1,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.004166666666666667,0,0,1,7
0,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.004166666666666667,0,2,1,7
0,3,7,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004166666666666667,0,0,1,7
0,2,7,1,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004166666666666667,0,0,1,7
0,4,1,2,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004166666666666667,0,0,1,3
0,4,11,4,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.005,0,0,1,7
0,2,11,1,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.005,0,0,1,7
0,1,2,1,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005,0,0,1,7
0,4,12,3,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.015,0.005,0,2,1,7
0,2,8,4,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005,0,0,1,7
0,3,12,3,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005,0,0,1,7
0,1,11,3,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.29583333333333334,0,0,1,7
0,2,13,4,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.8645,0.29583333333333334,0,2,1,7
1,2,13,4,13,1,7,2,10,4,8,0,0,0,0,0.16666666666666666,0.8645,0.29583333333333334,1,2,1,7
2,2,13,4,13,1,7,2,10,4,8,2,6,0,0,0.16666666666666666,0.8645,0.29583333333333334,2,2,1,7
3,2,13,4,13,1,7,2,10,4,8,2,6,1,12,0.16666666666666666,0.8645,0.29583333333333334,3,2,1,7
0,1,8,3,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.29583333333333334,0,0,1,7
0,1,5,3,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.29583333333333334,0,0,1,3
0,2,9,1,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.29583333333333334,0,0,1,7
0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.9055,0.29583333333333334,0,1,1,3
1,1,1,2,1,1,7,2,10,4,8,0,0,0,0,0.16666666666666666,0.9055,0.29583333333333334,1,1,1,3
2,1,1,2,1,1,7,2,10,4,8,2,6,0,0,0.16666666666666666,0.9055,0.29583333333333334,2,1,1,3
3,1,1,2,1,1,7,2,10,4,8,2,6,1,12,0.16666666666666666,0.9055,0.29583333333333334,3,1,1,3
0,1,2,2,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.004583333333333333,0,0,1,7
0,1,7,2,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.004583333333333333,0,0,1,6
0,2,13,2,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.004583333333333333,0,2,1,7
0,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,3
0,1,11,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,4,12,4,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,1,2,2,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.0025,0,0,1,7
0,1,1,3,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.0025,0,,1,7
0,1,5,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,7
0,4,11,2,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,7
0,3,6,4,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,4,8,2,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,7
0,3,11,2,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.006666666666666667,0,0,1,7
0,2,10,2,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,0,1,1,7
1,2,10,2,2,4,9,2,7,2,5,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,1,1,1,7
2,2,10,2,2,4,9,2,7,2,5,2,4,0,0,0.16666666666666666,0.0225,0.006666666666666667,2,1,1,7
0,1,13,4,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,4,5,3,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,4,13,1,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,1,11,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,0,2,1,7
1,1,11,4,10,4,9,2,7,2,5,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,1,2,1,7
2,1,11,4,10,4,9,2,7,2,5,2,4,0,0,0.16666666666666666,0.0125,0.006666666666666667,2,0,1,7
0,2,13,1,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.012083333333333333,0,0,1,7
0,3,3,2,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.012083333333333333,0,0,1,7
0,3,11,3,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.012083333333333333,0,0,1,7
0,1,11,1,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.012083333333333333,0,0,1,7
0,3,5,2,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.045,0.012083333333333333,0,2,1,7
0,1,6,2,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.012083333333333333,0,0,1,7
0,2,10,1,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.041416666666666664,0,0,1,7
0,2,9,2,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.1205,0.041416666666666664,0,2,1,7
1,2,9,2,8,1,1,4,9,4,8,0,0,0,0,0.16666666666666666,0.1205,0.041416666666666664,1,2,1,7
0,3,4,1,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.041416666666666664,0,0,1,3
0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.041416666666666664,0,0,1,3
0,1,5,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.041416666666666664,0,0,1,7
0,1,11,1,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.123,0.041416666666666664,0,1,1,7
1,1,11,1,12,1,1,4,9,4,8,0,0,0,0,0.16666666666666666,0.123,0.041416666666666664,1,0,1,7
0,1,9,4,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.0125,0,0,1,7
0,2,10,3,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.0125,0,0,1,7
0,3,4,3,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0125,0,0,1,7
0,2,7,2,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.0125,0,0,1,7
0,4,6,3,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0125,0,0,1,7
0,1,1,4,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0475,0.0125,0,2,1,7
0,1,13,1,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.02225,0,0,1,7
0,1,10,3,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.02225,0,0,1,7
0,2,3,2,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.02225,0,0,1,7
0,3,9,2,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.02225,0,0,1,7
0,2,10,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.065,0.02225,0,1,1,7
1,2,10,2,1,2,2,2,13,2,5,0,0,0,0,0.16666666666666666,0.065,0.02225,1,1,1,7
2,2,10,2,1,2,2,2,13,2,5,1,8,0,0,0.16666666666666666,0.065,0.02225,2,1,1,7
0,1,11,3,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0535,0.02225,0,2,1,7
1,1,11,3,13,2,2,2,13,2,5,0,0,0,0,0.16666666666666666,0.0535,0.02225,1,2,1,7
2,1,11,3,13,2,2,2,13,2,5,1,8,0,0,0.16666666666666666,0.0535,0.02225,2,0,1,7
0,4,6,2,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.00435,0,0,1,7
0,4,10,1,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.00435,0,0,1,7
0,4,11,1,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.00435,0,0,1,7
0,2,2,3,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.00435,0,0,1,6
0,2,6,2,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0111,0.00435,0,2,1,7
0,1,7,4,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.00435,0,0,1,6
0,1,9,4,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.006666666666666667,0,0,1,7
0,1,12,1,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,0,1,1,7
1,1,12,1,11,2,6,2,11,3,11,0,0,0,0,0.16666666666666666,0.0475,0.010833333333333334,1,1,1,7
2,1,12,1,11,2,6,2,11,3,11,1,13,0,0,0.16666666666666666,0.1475,0.0275,2,1,1,3
3,1,12,1,11,2,6,2,11,3,11,1,13,1,1,0.16666666666666666,0.1475,0.0275,3,1,1,3
0,3,4,1,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,3
0,3,13,2,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,3
0,2,9,4,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,3
0,4,9,3,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,0,2,1,3
1,4,9,3,8,2,6,2,11,3,11,0,0,0,0,0.16666666666666666,0.0125,0.010833333333333334,1,2,1,3
2,4,9,3,8,2,6,2,11,3,11,1,13,0,0,0.16666666666666666,0.0125,0.0275,2,2,1,3
3,4,9,3,8,2,6,2,11,3,11,1,13,1,1,0.16666666666666666,0.0125,0.0275,3,2,1,3
0,2,9,4,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.004583333333333333,0,0,1,3
0,4,3,2,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.004583333333333333,0,0,1,3
0,2,5,1,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,3
0,3,1,2,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,3
0,1,11,1,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.004583333333333333,0,2,1,3
0,2,11,1,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,3
0,3,7,3,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.004583333333333333,0,0,1,3
0,2,5,1,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.004583333333333333,0,0,1,3
0,3,5,1,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.004583333333333333,0,2,1,3
0,1,9,3,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,3
0,3,8,1,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,3
0,3,12,1,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,3
0,3,1,1,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0185,0.01365,0,0,1,3
0,1,12,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0634,0.01365,0,2,1,3
0,4,7,3,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.01365,0,0,1,3
0,1,9,4,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.01365,0,0,1,3
0,4,3,1,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.01365,0,0,1,3
0,4,2,4,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.01365,0,0,1,3
0,4,9,3,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.004583333333333333,0,0,1,3
0,2,13,3,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.004583333333333333,0,0,1,3
0,4,12,4,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.004583333333333333,0,2,1,3
0,4,6,4,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,3
0,2,6,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,3
0,4,3,3,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,3
0,3,6,4,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.006333333333333333,0,0,1,3
0,2,13,3,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0215,0.006333333333333333,0,1,1,3
1,2,13,3,11,4,2,3,2,2,10,0,0,0,0,0.16666666666666666,0.0215,0.006333333333333333,1,1,1,7
2,2,13,3,11,4,2,3,2,2,10,1,5,0,0,0.16666666666666666,0.0215,0.006333333333333333,2,0,1,7
0,3,8,4,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006333333333333333,0,0,1,7
0,4,9,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0115,0.006333333333333333,0,2,1,7
1,4,9,4,10,4,2,3,2,2,10,0,0,0,0,0.16666666666666666,0.0115,0.006333333333333333,1,2,1,7
2,4,9,4,10,4,2,3,2,2,10,1,5,0,0,0.16666666666666666,0.0115,0.006333333333333333,2,2,1,7
0,1,2,4,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006333333333333333,0,0,1,7
0,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006333333333333333,0,0,1,7
0,4,6,2,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.009166666666666667,0,0,1,7
0,3,2,3,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.02,0.009166666666666667,0,1,1,7
1,3,2,3,9,3,5,2,2,4,2,0,0,0,0,0.16666666666666666,0.02,0.009166666666666667,1,1,1,7
2,3,2,3,9,3,5,2,2,4,2,1,1,0,0,0.16666666666666666,0.02,0.009166666666666667,2,1,1,7
3,3,2,3,9,3,5,2,2,4,2,1,1,4,7,0.16666666666666666,0.02,0.009166666666666667,3,1,1,7
0,2,11,3,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.009166666666666667,0,2,1,7
1,2,11,3,1,3,5,2,2,4,2,0,0,0,0,0.16666666666666666,0.01,0.009166666666666667,1,2,1,7
2,2,11,3,1,3,5,2,2,4,2,1,1,0,0,0.16666666666666666,0.01,0.009166666666666667,2,2,1,7
3,2,11,3,1,3,5,2,2,4,2,1,1,4,7,0.16666666666666666,0.01,0.009166666666666667,3,2,1,7
0,3,8,4,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.009166666666666667,0,0,1,7
0,1,3,2,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.009166666666666667,0,0,1,7
0,4,9,4,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.02,0.009166666666666667,0,1,1,7
1,4,9,4,12,3,5,2,2,4,2,0,0,0,0,0.16666666666666666,0.02,0.009166666666666667,1,1,1,7
2,4,9,4,12,3,5,2,2,4,2,1,1,0,0,0.16666666666666666,0.02,0.009166666666666667,2,1,1,7
3,4,9,4,12,3,5,2,2,4,2,1,1,4,7,0.16666666666666666,0.02,0.009166666666666667,3,1,1,7
0,2,13,2,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.03666666666666667,0,0,1,7
0,4,12,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.105,0.03666666666666667,0,2,1,7
1,4,12,2,1,4,4,2,9,1,3,0,0,0,0,0.16666666666666666,0.105,0.050416666666666665,1,2,1,7
2,4,12,2,1,4,4,2,9,1,3,4,1,0,0,0.16666666666666666,0.29,0.08125,2,1,1,7
3,4,12,2,1,4,4,2,9,1,3,4,1,2,11,0.16666666666666666,0.9025,0.18333333333333332,3,1,1,7
0,1,2,1,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.03666666666666667,0,0,1,6
0,2,7,4,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.03666666666666667,0,0,1,7
0,4,6,4,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.03666666666666667,0,0,1,6
0,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.11,0.03666666666666667,0,1,1,7
1,1,9,1,1,4,4,2,9,1,3,0,0,0,0,0.16666666666666666,0.1925,0.050416666666666665,1,1,1,7
2,1,9,1,1,4,4,2,9,1,3,4,1,0,0,0.16666666666666666,0.1925,0.08125,2,1,1,7
3,1,9,1,1,4,4,2,9,1,3,4,1,2,11,0.16666666666666666,0.1925,0.18333333333333332,3,1,1,7
0,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.005833333333333334,0,0,1,3
0,3,1,4,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.02,0.005833333333333334,0,1,1,6
1,3,1,4,4,2,11,3,13,4,10,0,0,0,0,0.16666666666666666,0.0425,0.009583333333333333,1,1,1,3
2,3,1,4,4,2,11,3,13,4,10,2,12,0,0,0.16666666666666666,0.0425,0.009583333333333333,2,1,1,3
3,3,1,4,4,2,11,3,13,4,10,2,12,4,2,0.16666666666666666,0.0425,0.009583333333333333,3,1,1,3
0,2,3,4,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,3
0,1,13,1,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.005833333333333334,0,2,1,3
1,1,13,1,10,2,11,3,13,4,10,0,0,0,0,0.16666666666666666,0.01,0.009583333333333333,1,2,1,3
2,1,13,1,10,2,11,3,13,4,10,2,12,0,0,0.16666666666666666,0.01,0.009583333333333333,2,2,1,3
3,1,13,1,10,2,11,3,13,4,10,2,12,4,2,0.16666666666666666,0.01,0.009583333333333333,3,0,1,3
0,4,11,2,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,3
0,2,5,1,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,3
0,4,10,4,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.115,0.0425,0,2,1,3
1,4,10,4,8,2,7,1,3,3,11,0,0,0,0,0.16666666666666666,0.115,0.0425,1,2,1,7
0,1,8,1,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.14,0.0425,0,1,1,7
1,1,8,1,5,2,7,1,3,3,11,0,0,0,0,0.16666666666666666,0.14,0.0425,1,0,1,7
0,3,10,2,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0425,0,0,1,7
0,2,4,3,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0425,0,0,1,3
0,3,3,2,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0425,0,0,1,3
0,4,7,3,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0425,0,0,1,6
0,3,12,1,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.025,0.014583333333333334,0,0,1,7
0,1,6,4,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0625,0.014583333333333334,0,2,1,3
0,3,13,2,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.014583333333333334,0,0,1,3
0,2,13,4,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.014583333333333334,0,0,1,7
0,2,6,4,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.014583333333333334,0,0,1,3
0,2,5,4,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.014583333333333334,0,0,1,3
0,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.004583333333333333,0,0,1,3
0,2,6,3,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.004583333333333333,0,0,1,3
0,2,1,3,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.004583333333333333,0,2,1,3
0,2,9,3,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,3
0,1,10,1,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,2,10,4,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,1,6,2,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.012083333333333333,0,0,1,3
0,3,4,4,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.012083333333333333,0,0,1,3
0,3,1,4,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.012083333333333333,0,0,1,3
0,1,3,4,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.012083333333333333,0,0,1,3
0,1,9,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.012083333333333333,0,0,1,3
0,3,9,3,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.045,0.012083333333333333,0,2,1,3
0,1,7,3,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.009166666666666667,0,0,1,3
0,1,11,2,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.02,0.009166666666666667,0,1,1,3
1,1,11,2,10,3,10,3,1,3,12,0,0,0,0,0.16666666666666666,0.02,0.009166666666666667,1,0,1,3
0,3,7,1,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.009166666666666667,0,0,1,3
0,4,7,3,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.009166666666666667,0,0,1,6
0,2,8,2,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.009166666666666667,0,2,1,3
1,2,8,2,12,3,10,3,1,3,12,0,0,0,0,0.16666666666666666,0.01,0.009166666666666667,1,2,1,3
0,4,11,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.02,0.009166666666666667,0,1,1,3
1,4,11,4,10,3,10,3,1,3,12,0,0,0,0,0.16666666666666666,0.02,0.009166666666666667,1,0,1,3
0,1,6,2,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.004583333333333333,0,0,1,3
0,2,2,1,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.004583333333333333,0,0,1,3
0,3,13,3,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.004583333333333333,0,2,1,3
0,2,10,3,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,3
0,4,8,3,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,4,12,1,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,3,7,3,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.006666666666666667,0,0,1,6
0,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,0,1,1,3
1,4,4,2,1,1,1,4,8,2,7,0,0,0,0,0.16666666666666666,0.04,0.009583333333333333,1,1,1,3
2,4,4,2,1,1,1,4,8,2,7,2,3,0,0,0.16666666666666666,0.04,0.009583333333333333,2,0,1,3
0,3,1,1,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,4,1,2,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,0,2,1,7
1,4,1,2,13,1,1,4,8,2,7,0,0,0,0,0.16666666666666666,0.0125,0.009583333333333333,1,2,1,7
2,4,1,2,13,1,1,4,8,2,7,2,3,0,0,0.16666666666666666,0.0125,0.009583333333333333,2,2,1,7
0,2,5,3,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,6
0,1,3,2,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.03791666666666667,0,0,1,7
0,2,13,1,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.11,0.03791666666666667,0,2,1,7
1,2,13,1,1,3,7,2,2,2,1,0,0,0,0,0.16666666666666666,0.11,0.04833333333333333,1,2,1,7
2,2,13,1,1,3,7,2,2,2,1,1,12,0,0,0.16666666666666666,0.11,0.0952,2,2,1,7
3,2,13,1,1,3,7,2,2,2,1,1,12,1,8,0.16666666666666666,0.11,0.18416666666666667,3,2,1,7
0,4,7,4,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.03791666666666667,0,0,1,7
0,3,5,1,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.03791666666666667,0,0,1,7
0,1,2,3,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.03791666666666667,0,0,1,7
0,3,1,3,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.1125,0.03791666666666667,0,1,1,7
1,3,1,3,8,3,7,2,2,2,1,0,0,0,0,0.16666666666666666,0.175,0.04833333333333333,1,1,1,7
2,3,1,3,8,3,7,2,2,2,1,1,12,0,0,0.16666666666666666,0.4562,0.0952,2,1,1,7
3,3,1,3,8,3,7,2,2,2,1,1,12,1,8,0.16666666666666666,0.99,0.18416666666666667,3,1,1,7
0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.006666666666666667,0,0,1,7
0,1,11,2,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,0,1,1,7
